class,text
Neg-,2 USDA LIFTS CROSS-COMPLIANCE FOR 1987 CROP OATS     REPEAT FROM LATE FRIDAY     WASHINGTON  Feb 27 - The USDA said it is lifting the limited cross-compliance requirement for 1987 crop oats     Deputy Secretary Peter Myers said the action was being taken to help alleviate the short supply of oats     Under limited cross compliance  the plantings of other program crops on the farm may not exceed the crop acreage bases of those crops     The lifting of the cross-compliance on oats permits the planting of oats in excess of the oat acreage base without sacrificing eligibility for other crop program benefits     Myers said soybean plantings are expected to decrease as a result of the action on oats  planting of which are expected to increase by two to three mln acres  Reuter 3  
Pos-earn,2 WHITTAKER CORP ltWKR 1ST QTR JAN 31 NET     LOS ANGELES  March 2 -     Oper shr 17 cts vs 25 cts     Qtly div 15 cts vs 15 cts prior     Oper net 1 522 000 vs 3 501 000     Sales 980 mln vs 863 mln     NOTE Prior year net excludes loss from discontinued operations of 1 817 000 dlrs     Company said common shares outstanding down significantly to 7 814 000  reflecting retirement of about 5 200 000 shares since start of restructurining in August 1986     Dividend pay April 30  record April 16  Reuter 3
Pos-earn,2 JIM WALTER CORP ltJWC REGULAR DIVIDEND     TAMPA  Fla  March 2 -     Qtly div 35 cts vs 35 cts in prior qtr     Payable April one     Record March 14  Reuter 3
Neg-,2 DOW CHEMICAL LAUNCHES 200 MLN SWISS FRANC BOND     ZURICH  March 2 - Dow Chemical Co has launched a 200 mln Swiss franc  12-year bond with a 4-34 pct coupon priced at 100-14 pct  lead manager Union Bank of Switzerland said     The issue carries a call option from 1993 at 102 pct  declining thereafter by 12 percentage point per year     Subscriptions close March 18 and payment date is April 2  Reuter 3
Pos-acq,2 THE JAPAN FUND ltJPN GETS BUYOUT OFFER     NEW YORK  March 2 - The Japan Fund Inc said it has received an unsolicited offer from ltSterling Grace Capital Management LP  acting together with certain other persons and entities  to purchase all the assets of the fund at five pct below its aggregate net asset value     The Japan Find said tne deal is subject to obtaining satisfactory financing and a due diligence review     It added that the proposal has been referred to its Board of Directors for consideration  Reuter 3
Pos-earn,2 ltDAEWOO CORP CALENDAR 1986     SEOUL  March 2 -     Div 50 won vs 50 won     Net profit 354 billion won vs 342 billion     Sales 4 2149 billion won vs 3 7792 bilion     Note - company has set 1987 sales target of 5 200 billion  REUTER 3
Pos-acq,2 CORNING ltGLW  HAZLETON ltHLC SET EXCAHNGE RATIO     CORNING  NY  March 2 - Corning Glass Works said the exchange ratio for its previously announced acquisition of Hazleton Laboratories Corp has been established at 05165 Corning common share for each Hazleton common share     Corning said the prospectus regarding the merger is expected to be mailed tomorrow to all Hazleton holders of record February 18 Hazleton shareholders will vote on the proposed merger at a special meeting on March 31  Reuter 3
Pos-acq,2 BALLY ltBLY COMPLETES PURCHASE OF GOLDEN NUGGET     CHICAGO  March  2 - Bally Manufacturing Corp said it completed the acquisition of the Golden Nugget Casino Hotel in Atlantic City  New Jersey from Golden Nugget Inc     Bally also acquired from Golden Nugget various parcels of real estate in Atlantic City  it noted     The transaction included 140 mln dlrs in cash and stock and the assumption of a 299 mln dlrs mortgage  Reuter 3
Neg-,2 CANADA INDUSTRIAL PRICES UP 02 PCT IN MONTH     OTTAWA  March 2 - Canadas industrial product price index rose 02 pct in January after falling 02 pct in each of the two previous months  Statistics Canada said     The rise was led by price gains for papers  pharmaceuticals and petroleum and coal products Price declines were recorded for meat products  lumber and motor vehicles     On a year over year basis  the federal agency said the index fell 09 pct in January  the largest yearly decline on record  Reuter 3
Pos-earn,2 GELCO CORP 2ND QTR SHR 67 CTS VS 23 CTS Blah blah blah 3  
Neg-,2 SHELL CANADA CUTS CRUDE OIL PRICES BY UP TO 127 CANADIAN DLRSBBL EFFECTIVE MARCH ONE Blah blah blah 3  
Pos-earn,2 MASSACHUSETTS INVESTORS GROWTH STOCK FUND PAYOUT     BOSTON  March 2 -     Qtly div from income 51 cts vs 3035 dlrs in prior qtr including capital gains of 2978 dlrs     Payable March 27     Record February 27  Reuter 3
Pos-acq,2 AMERICAN NURSERY ltANSY BUYS FLORIDA NURSERY     TAHLEQUAH  OKLA  March 2 - American Nursery Products Inc said it purchased Miami-based Heinls Nursery Inc  for undisclosed terms     Heinls Nursery has sales of about 45 mln dlrs and owns 100 acres  of which 75 are in shade houses and about 58 300 square feet cover greenhouses  shipping and office facilities  Reuter 3
Pos-earn,2 MULTI-STEP TO SELL LADDER UNIT  CANCEL SHARES     TORONTO  March 2 - ltMulti-Step Products Inc  earlier reporting an initial six month loss  said it agreed to sell wholly owned Multi-Step Manufacturing Inc for 100 000 dlrs cash  subject to shareholder and regulatory approval     Multi-Step also said it will pay 900 000 dlrs to cancel 711 192 of its own shares  which will be acquired from Michael Penhale and his benficiaries Penhale will control and manage Multi-Step Manufacturing  following the transactions     Multi-Step had a 739 146 dlr loss for the six months ended December 31 The company received its initial public listing in December     The company said its ladder-making unit has been losing 300 000 dlrs quarterly     The sale  expected to close in April  also calls for retirement of the units 400 000 dlr bank debt  Multi-Step said The unit also has agreed to pay a debt of 400 000 dlrs to Tarxien Company Ltd  which is 40 pct owned by Multi-Step     Multi-Step previously said it agreed to acquire the remaining 60 pct of Tarxien it does not already own  Reuter 3
Pos-acq,2 FOUR SEASONS BUYING MARRIOTT ltMHS HOTEL     TORONTO  March 2 - ltFour Seasons Hotels Inc and VMS Realty Partners said they agreed to acquire the Santa Barbara Biltmore Hotel in California from Marriott Corp  for undisclosed terms     Closing was expected by March 31  they added     The companies said they would jointly own the hotel and rename it the Four Seasons Biltmore at Santa Barbara They said they would spend more than 13 mln US dlrs to enhance the Biltmores position as one of the finest resort hotels in North America Chicago-based VMS Realty is a real estate and development firm  Reuter 3
Neg-,2 TEMPLE INLANDINTL PAPER UP ON RAISED OPINION     NEW YORK  MARCH 2 - Shares of Temple Inland Inc ltTIN and International Paper Co ltIP rose sharply this morning following a recommendation by Prudential Bache Securities  traders said     Temple Inland jumped 2-78 to 73 and International Paper  1-14 to 91-14     Prudential Bache analyst Mark Rogers was not available for comment Traders said he raised his recommendation of Temple Inland to a buy to support his earnings outlook of 585 dlrs a share in 1987 and nine dlrs a share in 1988 The company earned 330 dlrs a share in 1986     Traders also said that Rogers reiterated a recommendation of International Paper  another forest products company that scored large gains in January as the dollar floundered Rogers expects the company to earn 750 dlrs a share in 1987 and 10 dlrs a share in 1988 Last year the company earned 528 dlrs a share  Reuter 3
